label||content
Kinh tế || Vốn đầu tư trực tiếp nước ngoài vào Việt Nam đạt 18 tỷ USD trong 9 tháng đầu năm, tăng 15% so với cùng kỳ năm ngoái (cập nhật 122).
Công nghệ || Chính sách bảo vệ dữ liệu cá nhân mới được ban hành, yêu cầu các doanh nghiệp công nghệ phải xin phép người dùng trước khi thu thập dữ liệu.
Thể thao || Đội tuyển bóng đá Việt Nam giành chiến thắng 2-0 trước Thái Lan trong trận chung kết AFF Cup, lên ngôi vô địch lần thứ ba trong lịch sử (cập nhật 102).
Thể thao || VĐV Nguyễn Thị Oanh phá kỷ lục quốc gia nội dung 3 (cập nhật 103).000m vượt rào nữ tại giải điền kinh toàn quốc, bước thêm một bước gần đến vé dự Olympic.
Chính trị || Bộ Công an Việt Nam triệt phá đường dây tội phạm mạng quốc tế lớn, bắt giữ 20 đối tượng liên quan đến lừa đảo và rửa tiền trực tuyến (cập nhật 107).
Chính trị || Tổng Bí thư dẫn đầu đoàn đại biểu cấp cao Việt Nam thăm chính thức Trung Quốc, nhằm củng cố quan hệ đối tác chiến lược toàn diện giữa hai nước (cập nhật 52).
Chính trị || Hàn Quốc và Nhật Bản tuyên bố nối lại đối thoại cấp cao về chia sẻ thông tin tình báo và hợp tác quân sự sau thời gian căng thẳng (cập nhật 62).
Chính trị || Chính phủ Việt Nam ký kết thỏa thuận hợp tác quốc phòng với Mỹ, mở ra giai đoạn mới trong quan hệ đối tác chiến lược toàn diện (cập nhật 53).
Kinh tế || Ngành du lịch đóng góp 9,5% vào GDP cả nước, trở thành một trong những ngành kinh tế mũi nhọn sau khi hoàn toàn mở cửa sau đại dịch (cập nhật 85).
Kinh tế || Mô hình kinh tế chia sẻ phát triển mạnh với hàng chục nền tảng cho thuê xe, phòng ở và dịch vụ tài chính vi mô hoạt động tích cực.
Thể thao || VĐV cử tạ Hoàng Thị Duyên giành huy chương bạc Thế vận hội ở hạng cân 59kg với tổng thành tích cử giật và cử đẩy đạt 220kg (cập nhật 75).
Chính trị || Israel và Hamas đạt thỏa thuận ngừng bắn tạm thời sau nhiều tháng đàm phán gián tiếp, tạo điều kiện đưa con tin trở về và viện trợ nhân đạo vào Gaza.
Công nghệ || Mạng 5G đã phủ sóng toàn bộ các tỉnh thành lớn tại Việt Nam, tạo nền tảng cho hàng loạt ứng dụng thông minh trong sản xuất và đời sống (cập nhật 104).
Công nghệ || Startup công nghệ Việt Nam gọi vốn thành công 50 triệu USD vòng Series B, trở thành kỳ lân tiếp theo trong hệ sinh thái khởi nghiệp khu vực (cập nhật 105).
Kinh tế || Xuất khẩu hàng hóa của Việt Nam đạt 35 tỷ USD trong quý đầu năm, tăng 12% so với cùng kỳ năm ngoái, chủ yếu nhờ đóng góp từ nhóm điện tử (cập nhật 102).
Kinh tế || Thị trường bất động sản TP (cập nhật 103).HCM ghi nhận lượng giao dịch giảm mạnh do lãi suất vay mua nhà vẫn ở mức cao, khiến nhiều người mua e ngại.
Kinh tế || Tỷ giá USD/VND dao động nhẹ quanh mức 25.000 đồng sau khi Cục Dự trữ Liên bang Mỹ phát tín hiệu duy trì lãi suất ổn định.
Chính trị || Bộ Quốc phòng Việt Nam tổ chức lễ ra mắt tàu hải quân hiện đại nhất trong lịch sử, được đóng trong nước với sự hỗ trợ kỹ thuật của đối tác (cập nhật 86).
Công nghệ || Google DeepMind công bố đột phá trong dự đoán cấu trúc protein, mở ra cơ hội phát triển thuốc mới nhanh hơn và hiệu quả hơn trước đây (cập nhật 67).
Chính trị || Tổ chức Hiệp ước Bắc Đại Tây Dương NATO kết nạp thêm quốc gia thứ 33, tiếp tục mở rộng phạm vi an ninh tập thể ở khu vực châu Âu (cập nhật 96).
Công nghệ || Nền tảng học trực tuyến AI cá nhân hóa lộ trình học tập theo năng lực từng học sinh, được 500 (cập nhật 71).000 học sinh Việt Nam sử dụng mỗi ngày.
Thể thao || CLB Hà Nội FC tiến vào vòng tứ kết AFC Champions League sau khi đánh bại đội chủ nhà Nhật Bản với tỷ số không tưởng 3-1.
Thể thao || Giải bắn súng quốc tế Việt Nam mở lần đầu tổ chức thu hút 200 VĐV đến từ 30 quốc gia, nâng tầm uy tín của bắn súng Việt Nam (cập nhật 80).
Công nghệ || Bộ Thông tin và Truyền thông ra mắt nền tảng định danh số quốc gia, giúp người dân thực hiện các dịch vụ công trực tuyến an toàn và thuận tiện hơn.
Chính trị || Liên Hợp Quốc cảnh báo về nguy cơ xung đột leo thang tại Biển Đỏ, kêu gọi các bên kiềm chế và trở lại bàn đàm phán.
Kinh tế || Chỉ số niềm tin tiêu dùng tăng lên mức cao nhất trong vòng 2 năm, báo hiệu người dân sẵn sàng chi tiêu nhiều hơn trong thời gian tới (cập nhật 73).
Kinh tế || Tập đoàn Vingroup công bố kế hoạch đầu tư 2 tỷ USD vào lĩnh vực sản xuất xe điện trong 3 năm tới, tạo hàng ngàn việc làm mới (cập nhật 104).
Chính trị || Đảng Lao động đối lập giành đa số ghế trong cuộc bầu cử Quốc hội Úc, chấm dứt nhiệm kỳ 9 năm của liên minh cầm quyền bảo thủ.
Thể thao || Đội tuyển wushu Việt Nam toàn thắng 6/6 nội dung tại giải vô địch thế giới, dẫn đầu bảng tổng sắp huy chương toàn đoàn.
Công nghệ || Công ty Hệ thống Thông tin FPT ký hợp đồng chuyển đổi số 1.000 tỷ đồng với tập đoàn sản xuất lớn nhất Nhật Bản đang hoạt động tại Việt Nam.
Thể thao || HLV Park Hang-seo được bầu vào Đại sảnh Danh vọng bóng đá Việt Nam vì công lao dẫn dắt đội tuyển đến nhiều thành công lịch sử.
Kinh tế || Thị trường bất động sản công nghiệp bùng nổ nhờ làn sóng dịch chuyển chuỗi cung ứng từ Trung Quốc sang Việt Nam của các tập đoàn đa quốc gia.
Kinh tế || Ngân hàng Nhà nước Việt Nam quyết định giữ nguyên lãi suất điều hành nhằm hỗ trợ tăng trưởng kinh tế trong bối cảnh lạm phát được kiểm soát tốt (cập nhật 101).
Thể thao || Tuyển thủ cờ vua Nguyễn Anh Khôi đăng quang giải vô địch cờ vua trẻ châu Á, cải thiện hệ số Elo lên mức 2.550 điểm.
Công nghệ || Xe tự lái thế hệ mới của Tesla đã hoàn tất thử nghiệm trên đường phố Hà Nội, đánh dấu bước tiến lớn trong lĩnh vực phương tiện tự hành tại Việt Nam.
Chính trị || Thủ tướng Ấn Độ Narendra Modi giành chiến thắng thứ ba liên tiếp trong cuộc bầu cử quốc hội, tiếp tục nắm quyền với chương trình cải cách đầy tham vọng (cập nhật 123).
Kinh tế || Kim ngạch nhập khẩu máy móc thiết bị tăng mạnh, phản ánh xu hướng đầu tư mở rộng sản xuất của các doanh nghiệp trong nước (cập nhật 113).
Thể thao || VĐV karate Nguyễn Thị Thu Trang giữ vững danh hiệu vô địch châu Á lần thứ 5 liên tiếp, khẳng định thế thống trị ở nội dung kata nữ (cập nhật 69).
Kinh tế || Lạm phát tại Việt Nam trong tháng vừa qua được ghi nhận ở mức 3,2%, thấp hơn mục tiêu 4,5% mà Chính phủ đề ra cho cả năm.
Công nghệ || Hệ thống nhận diện khuôn mặt AI triển khai tại sân bay Nội Bài giúp thủ tục lên máy bay chỉ mất vài giây, nâng cao trải nghiệm hành khách (cập nhật 66).
Chính trị || Hội nghị thượng đỉnh BRICS mở rộng ra mắt thành viên mới gồm Saudi Arabia, Các Tiểu vương quốc Ả Rập và 4 nước khác, nâng tầm ảnh hưởng khối này.
Kinh tế || Chuỗi cung ứng toàn cầu tiếp tục bị gián đoạn, ảnh hưởng trực tiếp đến hoạt động xuất nhập khẩu và chi phí logistics của doanh nghiệp Việt (cập nhật 119).
Thể thao || VĐV gym thể hình Phạm Văn Mách giành hai huy chương vàng tại giải vô địch thế hình Đông Nam Á, duy trì vị thế số 1 khu vực.
Thể thao || Cristiano Ronaldo công bố kế hoạch giải nghệ vào cuối mùa giải này sau 22 năm sự nghiệp chuyên nghiệp với hơn 900 bàn thắng (cập nhật 114).
Thể thao || Đội tuyển bóng đá nữ Việt Nam lọt vào vòng tứ kết World Cup sau chiến thắng ngoạn mục trước đội tuyển Hà Lan với tỷ số 1-0 (cập nhật 67).
Kinh tế || Đồng Euro suy yếu so với USD khiến hàng hóa xuất khẩu của Việt Nam sang thị trường châu Âu trở nên kém cạnh tranh hơn về giá (cập nhật 71).
Kinh tế || Ngành logistics đang thu hút mạnh mẽ vốn đầu tư nước ngoài nhờ lợi thế vị trí địa lý và hạ tầng giao thông đang được đầu tư đồng bộ.
Thể thao || VĐV đấu kiếm Vũ Thành An mang về huy chương bạc thể thao kiếm Á vận hội, nâng tổng số huy chương đoàn thể thao Việt Nam lên 30 (cập nhật 72).
Chính trị || Hội đồng Bảo an Liên Hợp Quốc họp bất thường bàn về khủng hoảng nhân đạo tại Sudan, nơi cuộc nội chiến đã đẩy hàng triệu người vào cảnh màn trời chiếu đất (cập nhật 74).
Thể thao || Giải Moto GP Việt Nam lần đầu tổ chức tại Bình Dương thu hút 100 (cập nhật 85).000 lượt khán giả trong 3 ngày, tạo cơn sốt xe đua toàn quốc.
Công nghệ || Chính sách bảo vệ dữ liệu cá nhân mới được ban hành, yêu cầu các doanh nghiệp công nghệ phải xin phép người dùng trước khi thu thập dữ liệu (cập nhật 65).
Công nghệ || Viettel triển khai nền tảng điện toán đám mây riêng phục vụ các cơ quan chính phủ và doanh nghiệp, đảm bảo chủ quyền dữ liệu quốc gia (cập nhật 68).
Thể thao || Nhà vô địch boxing Trương Đình Hoàng bảo vệ thành công đai WBA với màn hạ knock-out đối thủ người Indonesia ngay hiệp 4 (cập nhật 59).
Kinh tế || Thị trường chứng khoán phái sinh ghi nhận khối lượng giao dịch hợp đồng tương lai tăng vọt, phản ánh sự quan tâm ngày càng lớn của nhà đầu tư.
Kinh tế || Giá cước vận tải biển quốc tế giảm mạnh sau thời gian leo thang, giúp các doanh nghiệp xuất khẩu Việt Nam tiết kiệm chi phí đáng kể (cập nhật 83).
Kinh tế || Chính phủ phê duyệt gói kích thích kinh tế trị giá 350 nghìn tỷ đồng nhằm phục hồi tăng trưởng sau giai đoạn suy giảm do dịch bệnh.
Chính trị || Tổng thống Biden và Chủ tịch Tập Cận Bình hội đàm bên lề Hội nghị G20, đồng ý thiết lập đường dây liên lạc quân sự để tránh xung đột không mong muốn (cập nhật 65).
Chính trị || Chính quyền tỉnh Quảng Trị ký biên bản ghi nhớ hợp tác với đối tác Lào về phát triển kinh tế biên giới và thu hút đầu tư hai chiều.
Kinh tế || Xuất khẩu thủy sản Việt Nam duy trì đà tăng trưởng, đạt 9 tỷ USD trong năm nay, trong đó tôm và cá tra là hai mặt hàng chủ lực (cập nhật 91).
Thể thao || Neymar Jr (cập nhật 83). chính thức gia nhập Al-Hilal trong hợp đồng kỷ lục trị giá 200 triệu Euro, tiếp nối làn sóng ngôi sao đến Saudi Pro League.
Công nghệ || Ví điện tử VNPay kết nối với hơn 50 ngân hàng và được chấp nhận thanh toán tại hơn 200 (cập nhật 93).000 điểm bán trên toàn quốc.
Chính trị || Chính phủ Mỹ ký ban hành Đạo luật chống tấn công mạng từ nước ngoài, nhằm bảo vệ cơ sở hạ tầng trọng yếu trước các mối đe dọa ngày càng tinh vi (cập nhật 59).
Kinh tế || GDP Việt Nam tăng trưởng 6,8% trong năm nay, vượt mục tiêu đề ra và đứng trong top các nền kinh tế tăng trưởng nhanh nhất khu vực (cập nhật 59).
Thể thao || Câu lạc bộ bóng chuyền Hà Nội lần thứ tư liên tiếp vô địch quốc gia, nhờ sự tỏa sáng của chủ công Kim Huệ dù đã ở độ tuổi 35.
Chính trị || Quốc hội Việt Nam xem xét Dự luật Bảo vệ dữ liệu cá nhân, đây là văn bản pháp luật quan trọng đặt nền tảng cho kinh tế số an toàn.
Kinh tế || Hàng loạt doanh nghiệp FDI lớn tiếp tục rót vốn vào các khu công nghiệp tại miền Bắc, cho thấy niềm tin của nhà đầu tư nước ngoài vào Việt Nam (cập nhật 57).
Kinh tế || Ngân hàng Nhà nước Việt Nam quyết định giữ nguyên lãi suất điều hành nhằm hỗ trợ tăng trưởng kinh tế trong bối cảnh lạm phát được kiểm soát tốt.
Chính trị || Việt Nam và Ấn Độ nâng quan hệ lên Đối tác chiến lược toàn diện trong chuyến thăm cấp cao, mở ra cơ hội hợp tác sâu rộng trên nhiều lĩnh vực (cập nhật 76).
Chính trị || Liên Hợp Quốc thông qua nghị quyết mới về cải cách Hội đồng Bảo an, phản ánh mong muốn của nhiều nước đang phát triển có tiếng nói lớn hơn (cập nhật 106).
Chính trị || Hội nghị Bộ trưởng Tài chính G7 đạt thỏa thuận về mức thuế tối thiểu toàn cầu 15%, hạn chế cuộc đua xuống đáy về thuế doanh nghiệp.
Thể thao || Sân vận động Mỹ Đình hoàn tất nâng cấp với sức chứa 50 (cập nhật 78).000 chỗ ngồi, đáp ứng tiêu chuẩn quốc tế để đăng cai các giải đấu lớn.
Công nghệ || Công nghệ điện toán lượng tử đạt bước tiến mới khi nhóm nghiên cứu tại IBM thực hiện thành công thuật toán phức tạp với sai số cực thấp (cập nhật 70).
Kinh tế || Chứng khoán phái sinh thu hút ngày càng nhiều nhà đầu tư trẻ tuổi nhờ đòn bẩy tài chính cao và khả năng kiếm lời cả khi thị trường giảm.
Công nghệ || Mô hình AI phát hiện ung thư vú qua ảnh chụp X-quang đạt độ chính xác 96%, đang được triển khai thí điểm tại 10 bệnh viện lớn (cập nhật 76).
Công nghệ || Công ty VinAI công bố mô hình AI xử lý tiếng Việt đạt độ chính xác 98%, ứng dụng trong chatbot chăm sóc khách hàng và trợ lý ảo.
Công nghệ || Xe tự lái thế hệ mới của Tesla đã hoàn tất thử nghiệm trên đường phố Hà Nội, đánh dấu bước tiến lớn trong lĩnh vực phương tiện tự hành tại Việt Nam (cập nhật 108).
Thể thao || CLB bóng đá Bình Dương đạt thỏa thuận liên kết đào tạo trẻ với Arsenal, giúp cầu thủ trẻ Việt Nam có cơ hội thử sức ở Anh (cập nhật 87).
Thể thao || Federer chính thức được vinh danh vào Đại sảnh Danh vọng quần vợt thế giới sau sự nghiệp vĩ đại với 20 danh hiệu Grand Slam (cập nhật 122).
Chính trị || Hội nghị thượng đỉnh ASEAN tại Kuala Lumpur ra tuyên bố chung về hợp tác an ninh biển, trong đó nhấn mạnh tầm quan trọng của luật pháp quốc tế (cập nhật 101).
Công nghệ || Trình duyệt web AI mới của Anthropic tự động tóm tắt nội dung trang web và trả lời câu hỏi người dùng mà không cần rời khỏi trang.
Thể thao || Câu lạc bộ bóng chuyền Hà Nội lần thứ tư liên tiếp vô địch quốc gia, nhờ sự tỏa sáng của chủ công Kim Huệ dù đã ở độ tuổi 35 (cập nhật 60).
Thể thao || Võ sĩ kickboxing Nguyễn Trần Duy Nhất bảo vệ thành công đai vô địch thế giới ONE Championship lần thứ ba liên tiếp (cập nhật 92).
Chính trị || Bộ Quốc phòng Việt Nam tổ chức lễ ra mắt tàu hải quân hiện đại nhất trong lịch sử, được đóng trong nước với sự hỗ trợ kỹ thuật của đối tác.
Kinh tế || Lạm phát tại Việt Nam trong tháng vừa qua được ghi nhận ở mức 3,2%, thấp hơn mục tiêu 4,5% mà Chính phủ đề ra cho cả năm (cập nhật 106).
Chính trị || Đảng Cộng sản Việt Nam khai mạc Đại hội đại biểu toàn quốc lần thứ XIV, thảo luận về phương hướng phát triển đất nước giai đoạn 2026-2031.
Chính trị || Bộ Ngoại giao Việt Nam triệu đại sứ để phản đối các phát ngôn vi phạm chủ quyền lãnh thổ, khẳng định lập trường kiên định của Việt Nam.
Công nghệ || Công nghệ blockchain được ứng dụng rộng rãi trong quản lý chuỗi cung ứng thực phẩm, giúp truy xuất nguồn gốc hàng hóa chính xác và nhanh chóng hơn.
Chính trị || Hội nghị thượng đỉnh khí hậu đặc biệt tại Geneva kêu gọi các nước nâng mục tiêu cắt giảm phát thải lên 50% vào năm 2030 so với mức 2010 (cập nhật 99).
Chính trị || Bầu cử Quốc hội Thái Lan diễn ra trong bầu không khí căng thẳng, với kết quả dự kiến sẽ định hình lại liên minh cầm quyền trong nhiệm kỳ tới (cập nhật 81).
Công nghệ || Công nghệ blockchain được ứng dụng rộng rãi trong quản lý chuỗi cung ứng thực phẩm, giúp truy xuất nguồn gốc hàng hóa chính xác và nhanh chóng hơn (cập nhật 58).
Công nghệ || Dữ liệu lớn và AI đang cách mạng hóa ngành y tế với khả năng chẩn đoán bệnh sớm qua phân tích hình ảnh X-quang và MRI chính xác hơn bác sĩ (cập nhật 64).
Chính trị || Chính phủ Việt Nam ký kết thỏa thuận hợp tác quốc phòng với Mỹ, mở ra giai đoạn mới trong quan hệ đối tác chiến lược toàn diện (cập nhật 103).
Thể thao || Cung thủ Ánh Nguyệt giành huy chương bạc tại giải bắn cung vô địch thế giới, đây là huy chương lịch sử đầu tiên của bắn cung Việt Nam ở đấu trường này.
Thể thao || Cristiano Ronaldo công bố kế hoạch giải nghệ vào cuối mùa giải này sau 22 năm sự nghiệp chuyên nghiệp với hơn 900 bàn thắng (cập nhật 63).
Công nghệ || Ô nhiễm không khí tại các đô thị được theo dõi thời gian thực qua mạng lưới 1.000 cảm biến IoT, giúp cảnh báo sớm khi chất lượng không khí xuống thấp.
Thể thao || Đội tuyển bóng rổ 3x3 Việt Nam lần đầu tiên vào vòng chung kết giải châu Á, đánh bại Philippines ở tứ kết trong trận đấu kịch tính (cập nhật 109).
Thể thao || SEA Games năm tới sẽ tổ chức tại Philippines với 56 môn thi đấu, trong đó có thêm môn eSport và bơi nghệ thuật lần đầu xuất hiện (cập nhật 64).
Kinh tế || Chỉ số VN-Index tăng mạnh 15 điểm trong phiên giao dịch sáng nay, nhờ lực mua lan rộng ở nhóm cổ phiếu ngân hàng và bất động sản (cập nhật 100).
Kinh tế || Các doanh nghiệp vừa và nhỏ kiến nghị Chính phủ giảm thuế thu nhập doanh nghiệp để có thêm nguồn lực tái đầu tư phát triển (cập nhật 117).
Thể thao || CLB bóng đá Bình Dương đạt thỏa thuận liên kết đào tạo trẻ với Arsenal, giúp cầu thủ trẻ Việt Nam có cơ hội thử sức ở Anh.
Chính trị || Hiệp ước đối tác kinh tế CPTPP mở rộng đón Anh là thành viên thứ 12, tạo thêm cơ hội mới cho các nước thành viên gốc như Việt Nam (cập nhật 80).
Công nghệ || Việt Nam lọt vào top 30 quốc gia có tốc độ phát triển hạ tầng công nghệ thông tin nhanh nhất thế giới theo xếp hạng của ITU (cập nhật 111).
Công nghệ || Dữ liệu lớn và AI đang cách mạng hóa ngành y tế với khả năng chẩn đoán bệnh sớm qua phân tích hình ảnh X-quang và MRI chính xác hơn bác sĩ (cập nhật 115).
Kinh tế || Quỹ tiền tệ quốc tế IMF nâng dự báo tăng trưởng của Việt Nam lên 6,5% trong năm tới, đánh giá cao chính sách kinh tế ổn định của Chính phủ (cập nhật 114).
Kinh tế || Giá cà phê Robusta đạt mức kỷ lục mới trên thị trường thế giới, mang lại lợi nhuận đột biến cho nông dân trồng cà phê Tây Nguyên (cập nhật 95).
Kinh tế || Giá cước vận tải biển quốc tế giảm mạnh sau thời gian leo thang, giúp các doanh nghiệp xuất khẩu Việt Nam tiết kiệm chi phí đáng kể.
Công nghệ || Robot phẫu thuật thế hệ mới được trang bị tại Bệnh viện Bạch Mai giúp các ca mổ phức tạp đạt độ chính xác cao hơn và thời gian phục hồi ngắn hơn.
Chính trị || Hội nghị Bộ trưởng Ngoại giao ASEAN họp khẩn về tình hình căng thẳng trên Biển Đông sau loạt sự kiện va chạm tàu mới đây (cập nhật 108).
Công nghệ || Apple vừa giới thiệu dòng iPhone thế hệ mới với tính năng AI trợ lý cá nhân được tích hợp sâu vào hệ điều hành, thu hút hàng triệu đơn đặt hàng (cập nhật 55).
Chính trị || HĐND TP Hà Nội thông qua kế hoạch phát triển đô thị đến năm 2045, bao gồm việc xây dựng 5 đô thị vệ tinh và hệ thống metro hiện đại (cập nhật 116).
Thể thao || Hội đồng Olympic Việt Nam thông qua kế hoạch đăng cai SEA Games 2031, với dự toán đầu tư hạ tầng thể thao 15 nghìn tỷ đồng (cập nhật 89).
Thể thao || Tay vợt Lý Hoàng Nam đạt thứ hạng ATP 200, trở thành tay vợt đơn nam Việt Nam đầu tiên lọt vào top 200 thế giới trong lịch sử (cập nhật 105).
Chính trị || Chính phủ Nhật Bản công bố gói viện trợ ODA cho Việt Nam trị giá 2 tỷ USD, tập trung vào phát triển hạ tầng giao thông và môi trường (cập nhật 118).
Chính trị || Nội các mới của Đức được thành lập sau 3 tháng đàm phán liên minh, với chương trình hành động ưu tiên năng lượng sạch và an ninh biên giới.
Chính trị || Thủ tướng Phạm Minh Chính dự Hội nghị G20 tại Brazil, trực tiếp kêu gọi các nền kinh tế lớn hỗ trợ các nước đang phát triển ứng phó biến đổi khí hậu (cập nhật 55).
Kinh tế || Xuất khẩu gạo Việt Nam tiếp tục đạt kỷ lục mới với hơn 8 triệu tấn, khẳng định vị thế xuất khẩu gạo hàng đầu thế giới.
Chính trị || Bộ Ngoại giao Việt Nam triệu đại sứ để phản đối các phát ngôn vi phạm chủ quyền lãnh thổ, khẳng định lập trường kiên định của Việt Nam (cập nhật 64).
Kinh tế || Thuế xuất khẩu mới áp dụng lên phân bón hóa học gây tranh cãi khi một bên cho rằng bảo vệ thị trường nội địa, bên kia lo ngại tăng chi phí sản xuất nông nghiệp.
Công nghệ || Dự án lưới điện thông minh quốc gia kết hợp IoT và AI giúp tối ưu phân phối điện năng, giảm thất thoát điện năng xuống dưới 5%.
Công nghệ || Bộ Thông tin và Truyền thông ra mắt nền tảng định danh số quốc gia, giúp người dân thực hiện các dịch vụ công trực tuyến an toàn và thuận tiện hơn (cập nhật 75).
Thể thao || Á quân Olympic Hoàng Xuân Vinh ra mắt trường học bắn súng mang tên mình, truyền lửa đam mê cho thế hệ vận động viên trẻ.
Kinh tế || Sản lượng sản xuất công nghiệp tăng 8,5% trong 6 tháng đầu năm, trong đó ngành điện tử là động lực tăng trưởng chủ yếu.
Công nghệ || Trí tuệ nhân tạo GPT-5 được OpenAI ra mắt với khả năng xử lý ngôn ngữ tự nhiên vượt trội, mở ra kỷ nguyên mới trong lĩnh vực AI tạo sinh.
Chính trị || Chính phủ Nhật Bản công bố gói viện trợ ODA cho Việt Nam trị giá 2 tỷ USD, tập trung vào phát triển hạ tầng giao thông và môi trường (cập nhật 68).
Thể thao || NBA chính thức xác nhận tổ chức trận đấu giao hữu tại Việt Nam vào năm tới, đây là lần đầu tiên giải bóng rổ nhà nghề Mỹ đến Đông Nam Á.
Thể thao || Federer chính thức được vinh danh vào Đại sảnh Danh vọng quần vợt thế giới sau sự nghiệp vĩ đại với 20 danh hiệu Grand Slam.
Công nghệ || Viettel triển khai nền tảng điện toán đám mây riêng phục vụ các cơ quan chính phủ và doanh nghiệp, đảm bảo chủ quyền dữ liệu quốc gia (cập nhật 119).
Kinh tế || Thị trường bảo hiểm nhân thọ tăng trưởng 15% trong năm qua, với phí bảo hiểm khai thác mới đạt hơn 50 nghìn tỷ đồng (cập nhật 89).
Công nghệ || Ứng dụng dịch thuật đa ngôn ngữ tức thì sử dụng AI tích hợp trực tiếp vào kính AR, hỗ trợ giao tiếp liền mạch giữa 50 ngôn ngữ khác nhau.
Thể thao || Nhà vô địch marathon quốc gia phá kỷ lục đường chạy Hà Nội với thành tích 2 giờ 11 phút, tiến gần hơn đến chuẩn A Olympic.
Công nghệ || Siêu máy tính mới được đưa vào hoạt động tại Việt Nam với sức mạnh tính toán đứng top 100 thế giới, phục vụ nghiên cứu khoa học và dự báo thời tiết (cập nhật 81).
Kinh tế || Ngành du lịch đóng góp 9,5% vào GDP cả nước, trở thành một trong những ngành kinh tế mũi nhọn sau khi hoàn toàn mở cửa sau đại dịch.
Công nghệ || Trình duyệt web AI mới của Anthropic tự động tóm tắt nội dung trang web và trả lời câu hỏi người dùng mà không cần rời khỏi trang (cập nhật 86).
Chính trị || Chủ tịch nước Việt Nam tiếp Đại sứ các nước thành viên EU, nhấn mạnh mong muốn tăng cường hơn nữa quan hệ đối tác chiến lược Việt Nam-EU.
Công nghệ || Thiết bị đeo thông minh thế hệ mới có thể theo dõi 20 chỉ số sức khỏe, cảnh báo sớm nguy cơ bệnh tim mạch và tiểu đường cho người dùng (cập nhật 83).
Kinh tế || Cổ phiếu nhóm ngân hàng dẫn dắt thị trường đi lên sau khi công bố kết quả lợi nhuận quý III vượt kỳ vọng của hầu hết các chuyên gia phân tích (cập nhật 77).
Kinh tế || Thị trường vàng trong nước biến động mạnh theo đà tăng của giá vàng thế giới, nhiều nhà đầu tư tranh thủ chốt lời ở vùng đỉnh (cập nhật 115).
Chính trị || Hội nghị thượng đỉnh Mỹ-Triều Tiên lần thứ ba được xác nhận tổ chức tại Thụy Điển, với chủ đề trọng tâm là phi hạt nhân hóa bán đảo Triều Tiên.
Chính trị || HĐND TP Hà Nội thông qua kế hoạch phát triển đô thị đến năm 2045, bao gồm việc xây dựng 5 đô thị vệ tinh và hệ thống metro hiện đại (cập nhật 66).
Chính trị || Hiệp ước đối tác kinh tế CPTPP mở rộng đón Anh là thành viên thứ 12, tạo thêm cơ hội mới cho các nước thành viên gốc như Việt Nam.
Thể thao || Giải đấu eSport quốc gia Mobile Legends Bang Bang 2025 thu hút 1 triệu lượt xem trực tuyến trong đêm chung kết, phá vỡ kỷ lục trước đó (cập nhật 99).
Thể thao || Tay vợt Lý Hoàng Nam đạt thứ hạng ATP 200, trở thành tay vợt đơn nam Việt Nam đầu tiên lọt vào top 200 thế giới trong lịch sử.
Công nghệ || Chính phủ Việt Nam phê duyệt chiến lược chuyển đổi số quốc gia, đặt mục tiêu kinh tế số đóng góp 30% GDP vào năm 2030.
Thể thao || Đội tuyển nam bóng chuyền Việt Nam lần đầu tiên vào vòng chung kết châu Á, đây là thành tích lịch sử chưa từng có của bóng chuyền Việt (cập nhật 94).
Công nghệ || Nghiên cứu năng lượng mặt trời thế hệ mới với hiệu suất chuyển đổi 40% đang được thương mại hóa, giảm đáng kể chi phí điện tái tạo.
Công nghệ || Hệ thống nhận diện khuôn mặt AI triển khai tại sân bay Nội Bài giúp thủ tục lên máy bay chỉ mất vài giây, nâng cao trải nghiệm hành khách.
Công nghệ || Google DeepMind công bố đột phá trong dự đoán cấu trúc protein, mở ra cơ hội phát triển thuốc mới nhanh hơn và hiệu quả hơn trước đây.
Thể thao || VĐV điền kinh Nguyễn Văn Lai hoàn thành cự ly marathon tại Tokyo Marathon với thành tích 2:08:45, lọt top 10 châu Á (cập nhật 88).
Công nghệ || Công ty khởi nghiệp KiotViet nâng cấp hệ thống quản lý bán hàng tích hợp AI, phục vụ hơn 200 (cập nhật 73).000 cửa hàng nhỏ và vừa trên toàn quốc.
Công nghệ || AI sáng tác âm nhạc của Google được tích hợp vào nền tảng Zing MP3, tạo ra nhạc nền cá nhân hóa cho người dùng dựa trên tâm trạng và sở thích (cập nhật 99).
Công nghệ || Công nghệ điện toán lượng tử đạt bước tiến mới khi nhóm nghiên cứu tại IBM thực hiện thành công thuật toán phức tạp với sai số cực thấp (cập nhật 121).
Thể thao || Đội tuyển bóng đá nữ Việt Nam lọt vào vòng tứ kết World Cup sau chiến thắng ngoạn mục trước đội tuyển Hà Lan với tỷ số 1-0 (cập nhật 118).
Thể thao || Giải bắn súng quốc tế Việt Nam mở lần đầu tổ chức thu hút 200 VĐV đến từ 30 quốc gia, nâng tầm uy tín của bắn súng Việt Nam.
Thể thao || VĐV xe đạp Nguyễn Thị Thật giành hat-trick vô địch giải châu Á, chứng minh đẳng cấp vượt trội trong nội dung đường trường nữ (cập nhật 81).
